path	first_code_line	exports_sample
components/ExitFlow.tsx	import { c as _c } from "react/compiler-runtime";	ExitFlow
components/ExportDialog.tsx	import { join } from 'path';	ExportDialog
components/FallbackToolUseErrorMessage.tsx	import { c as _c } from "react/compiler-runtime";	FallbackToolUseErrorMessage
components/FallbackToolUseRejectedMessage.tsx	import { c as _c } from "react/compiler-runtime";	FallbackToolUseRejectedMessage
components/FastIcon.tsx	import { c as _c } from "react/compiler-runtime";	FastIcon, getFastIconString
components/Feedback.tsx	import axios from 'axios';	redactSensitiveInfo, Feedback
components/FeedbackSurvey/FeedbackSurvey.tsx	import { c as _c } from "react/compiler-runtime";	FeedbackSurvey
components/FeedbackSurvey/FeedbackSurveyView.tsx	import { c as _c } from "react/compiler-runtime";	isValidResponseInput, FeedbackSurveyView
components/FeedbackSurvey/TranscriptSharePrompt.tsx	import { c as _c } from "react/compiler-runtime";	TranscriptShareResponse, TranscriptSharePrompt
components/FeedbackSurvey/submitTranscriptShare.ts	import axios from 'axios'	TranscriptShareTrigger, submitTranscriptShare
components/FeedbackSurvey/useDebouncedDigitInput.ts	import { useEffect, useRef } from 'react'	useDebouncedDigitInput
components/FeedbackSurvey/useFeedbackSurvey.tsx	import { useCallback, useEffect, useMemo, useRef, useState } from 'react';	useFeedbackSurvey
components/FeedbackSurvey/useMemorySurvey.tsx	import { useCallback, useEffect, useMemo, useRef } from 'react';	useMemorySurvey
components/FeedbackSurvey/usePostCompactSurvey.tsx	import { c as _c } from "react/compiler-runtime";	usePostCompactSurvey
components/FeedbackSurvey/useSurveyState.tsx	import { randomUUID } from 'crypto';	useSurveyState
components/FileEditToolDiff.tsx	import { c as _c } from "react/compiler-runtime";	FileEditToolDiff
components/FileEditToolUpdatedMessage.tsx	import { c as _c } from "react/compiler-runtime";	FileEditToolUpdatedMessage
components/FileEditToolUseRejectedMessage.tsx	import { c as _c } from "react/compiler-runtime";	FileEditToolUseRejectedMessage
components/FilePathLink.tsx	import { c as _c } from "react/compiler-runtime";	FilePathLink
components/FullscreenLayout.tsx	import { c as _c } from "react/compiler-runtime";	ScrollChromeContext, useUnseenDivider
components/GlobalSearchDialog.tsx	import { c as _c } from "react/compiler-runtime";	GlobalSearchDialog
components/HelpV2/Commands.tsx	import { c as _c } from "react/compiler-runtime";	Commands
components/HelpV2/General.tsx	import { c as _c } from "react/compiler-runtime";	General
components/HelpV2/HelpV2.tsx	import { c as _c } from "react/compiler-runtime";	HelpV2
components/HighlightedCode.tsx	import { c as _c } from "react/compiler-runtime";	HighlightedCode
components/HighlightedCode/Fallback.tsx	import { c as _c } from "react/compiler-runtime";	HighlightedCodeFallback
components/HistorySearchDialog.tsx	import * as React from 'react';	HistorySearchDialog
components/IdeAutoConnectDialog.tsx	import { c as _c } from "react/compiler-runtime";	IdeAutoConnectDialog, shouldShowAutoConnectDialog, IdeDisableAutoConnectDialog, shouldShowDisableAutoConnectDialog
components/IdeOnboardingDialog.tsx	import { c as _c } from "react/compiler-runtime";	IdeOnboardingDialog, hasIdeOnboardingDialogBeenShown
components/IdeStatusIndicator.tsx	import { c as _c } from "react/compiler-runtime";	IdeStatusIndicator
components/IdleReturnDialog.tsx	import { c as _c } from "react/compiler-runtime";	IdleReturnDialog
components/InterruptedByUser.tsx	import { c as _c } from "react/compiler-runtime";	InterruptedByUser
components/InvalidConfigDialog.tsx	import { c as _c } from "react/compiler-runtime";	showInvalidConfigDialog
components/InvalidSettingsDialog.tsx	import { c as _c } from "react/compiler-runtime";	InvalidSettingsDialog
components/KeybindingWarnings.tsx	import { c as _c } from "react/compiler-runtime";	KeybindingWarnings
components/LanguagePicker.tsx	import { c as _c } from "react/compiler-runtime";	LanguagePicker
components/LogSelector.tsx	import { c as _c } from "react/compiler-runtime";	LogSelectorProps, LogSelector
components/LogoV2/AnimatedAsterisk.tsx	import * as React from 'react';	AnimatedAsterisk
components/LogoV2/AnimatedClawd.tsx	import { c as _c } from "react/compiler-runtime";	AnimatedClawd
components/LogoV2/ChannelsNotice.tsx	import { c as _c } from "react/compiler-runtime";	ChannelsNotice
components/LogoV2/Clawd.tsx	import { c as _c } from "react/compiler-runtime";	ClawdPose, Clawd
components/LogoV2/CondensedLogo.tsx	import { c as _c } from "react/compiler-runtime";	CondensedLogo
components/LogoV2/EmergencyTip.tsx	import * as React from 'react';	EmergencyTip
components/LogoV2/Feed.tsx	import { c as _c } from "react/compiler-runtime";	FeedLine, FeedConfig, calculateFeedWidth, Feed
components/LogoV2/FeedColumn.tsx	import { c as _c } from "react/compiler-runtime";	FeedColumn
components/LogoV2/GuestPassesUpsell.tsx	import { c as _c } from "react/compiler-runtime";	useShowGuestPassesUpsell, incrementGuestPassesSeenCount, GuestPassesUpsell
components/LogoV2/LogoV2.tsx	import { c as _c } from "react/compiler-runtime";	LogoV2
components/LogoV2/Opus1mMergeNotice.tsx	import { c as _c } from "react/compiler-runtime";	shouldShowOpus1mMergeNotice, Opus1mMergeNotice
components/LogoV2/OverageCreditUpsell.tsx	import { c as _c } from "react/compiler-runtime";	isEligibleForOverageCreditGrant, shouldShowOverageCreditUpsell, maybeRefreshOverageCreditCache, useShowOverageCreditUpsell, incrementOverageCreditUpsellSeenCount, OverageCreditUpsell, createOverageCreditFeed
components/LogoV2/VoiceModeNotice.tsx	import { c as _c } from "react/compiler-runtime";	VoiceModeNotice
components/LogoV2/WelcomeV2.tsx	import { c as _c } from "react/compiler-runtime";	WelcomeV2
components/LogoV2/feedConfigs.tsx	import figures from 'figures';	createRecentActivityFeed, createWhatsNewFeed, createProjectOnboardingFeed, createGuestPassesFeed
components/LspRecommendation/LspRecommendationMenu.tsx	import * as React from 'react';	LspRecommendationMenu
components/MCPServerApprovalDialog.tsx	import { c as _c } from "react/compiler-runtime";	MCPServerApprovalDialog
components/MCPServerDesktopImportDialog.tsx	import { c as _c } from "react/compiler-runtime";	MCPServerDesktopImportDialog
components/MCPServerDialogCopy.tsx	import { c as _c } from "react/compiler-runtime";	MCPServerDialogCopy
components/MCPServerMultiselectDialog.tsx	import { c as _c } from "react/compiler-runtime";	MCPServerMultiselectDialog
components/ManagedSettingsSecurityDialog/ManagedSettingsSecurityDialog.tsx	import { c as _c } from "react/compiler-runtime";	ManagedSettingsSecurityDialog
components/ManagedSettingsSecurityDialog/utils.ts	import {	DangerousSettings, extractDangerousSettings, hasDangerousSettings, hasDangerousSettingsChanged, formatDangerousSettingsList
components/Markdown.tsx	import { c as _c } from "react/compiler-runtime";	Markdown, StreamingMarkdown
components/MarkdownTable.tsx	import type { Token, Tokens } from 'marked';	MarkdownTable
components/MemoryUsageIndicator.tsx	import * as React from 'react';	MemoryUsageIndicator
components/Message.tsx	import { c as _c } from "react/compiler-runtime";	Props
components/MessageModel.tsx	import { c as _c } from "react/compiler-runtime";	MessageModel
components/MessageResponse.tsx	import { c as _c } from "react/compiler-runtime";	MessageResponse
components/MessageRow.tsx	import { c as _c } from "react/compiler-runtime";	Props, hasContentAfterIndex
components/MessageSelector.tsx	import { c as _c } from "react/compiler-runtime";	MessageSelector
components/MessageTimestamp.tsx	import { c as _c } from "react/compiler-runtime";	MessageTimestamp
components/Messages.tsx	import { c as _c } from "react/compiler-runtime";	filterForBriefTool
components/ModelPicker.tsx	import { c as _c } from "react/compiler-runtime";	Props, ModelPicker
components/NativeAutoUpdater.tsx	import * as React from 'react';	NativeAutoUpdater
components/NotebookEditToolUseRejectedMessage.tsx	import { c as _c } from "react/compiler-runtime";	NotebookEditToolUseRejectedMessage
components/OffscreenFreeze.tsx	import React, { useContext, useRef } from 'react';	OffscreenFreeze
components/Onboarding.tsx	import { c as _c } from "react/compiler-runtime";	Onboarding, SkippableStep
components/OutputStylePicker.tsx	import { c as _c } from "react/compiler-runtime";	OutputStylePickerProps, OutputStylePicker
components/PackageManagerAutoUpdater.tsx	import { c as _c } from "react/compiler-runtime";	PackageManagerAutoUpdater
components/Passes/Passes.tsx	import * as React from 'react';	Passes
components/PrBadge.tsx	import { c as _c } from "react/compiler-runtime";	PrBadge
components/PressEnterToContinue.tsx	import { c as _c } from "react/compiler-runtime";	PressEnterToContinue
components/PromptInput/HistorySearchInput.tsx	import { c as _c } from "react/compiler-runtime";	
components/PromptInput/IssueFlagBanner.tsx	import * as React from 'react';	IssueFlagBanner
components/PromptInput/Notifications.tsx	import { c as _c } from "react/compiler-runtime";	FOOTER_TEMPORARY_STATUS_TIMEOUT, Notifications
components/PromptInput/PromptInput.tsx	import { feature } from 'bun:bundle';	
components/PromptInput/PromptInputFooter.tsx	import { feature } from 'bun:bundle';	
components/PromptInput/PromptInputFooterLeftSide.tsx	import { c as _c } from "react/compiler-runtime";	PromptInputFooterLeftSide
components/PromptInput/PromptInputFooterSuggestions.tsx	import { c as _c } from "react/compiler-runtime";	SuggestionItem, SuggestionType, OVERLAY_MAX_ITEMS, PromptInputFooterSuggestions
components/PromptInput/PromptInputHelpMenu.tsx	import { c as _c } from "react/compiler-runtime";	PromptInputHelpMenu
components/PromptInput/PromptInputModeIndicator.tsx	import { c as _c } from "react/compiler-runtime";	PromptInputModeIndicator
components/PromptInput/PromptInputQueuedCommands.tsx	import { feature } from 'bun:bundle';	PromptInputQueuedCommands
components/PromptInput/PromptInputStashNotice.tsx	import { c as _c } from "react/compiler-runtime";	PromptInputStashNotice
components/PromptInput/SandboxPromptFooterHint.tsx	import { c as _c } from "react/compiler-runtime";	SandboxPromptFooterHint
components/PromptInput/ShimmeredInput.tsx	import { c as _c } from "react/compiler-runtime";	HighlightedInput
components/PromptInput/VoiceIndicator.tsx	import { c as _c } from "react/compiler-runtime";	VoiceIndicator, VoiceWarmupHint
components/PromptInput/inputModes.ts	import type { HistoryMode } from 'src/hooks/useArrowKeyHistory.js'	prependModeCharacterToInput, getModeFromInput, getValueFromInput, isInputModeCharacter
components/PromptInput/inputPaste.ts	import { getPastedTextRefNumLines } from 'src/history.js'	maybeTruncateMessageForInput, maybeTruncateInput
components/PromptInput/useMaybeTruncateInput.ts	import { useEffect, useState } from 'react'	useMaybeTruncateInput
components/PromptInput/usePromptInputPlaceholder.ts	import { feature } from 'bun:bundle'	usePromptInputPlaceholder
components/PromptInput/useShowFastIconHint.ts	import { useEffect, useState } from 'react'	useShowFastIconHint
components/PromptInput/useSwarmBanner.ts	import * as React from 'react'	useSwarmBanner
components/PromptInput/utils.ts	import {	isVimModeEnabled, getNewlineInstructions, isNonSpacePrintable
components/QuickOpenDialog.tsx	import { c as _c } from "react/compiler-runtime";	QuickOpenDialog
components/RemoteCallout.tsx	import React, { useCallback, useEffect, useRef } from 'react';	RemoteCallout, shouldShowRemoteCallout
components/RemoteEnvironmentDialog.tsx	import { c as _c } from "react/compiler-runtime";	RemoteEnvironmentDialog
components/ResumeTask.tsx	import React, { useCallback, useState } from 'react';	ResumeTask
components/SandboxViolationExpandedView.tsx	import { c as _c } from "react/compiler-runtime";	SandboxViolationExpandedView
components/ScrollKeybindingHandler.tsx	import React, { type RefObject, useEffect, useRef } from 'react';	shouldClearSelectionOnKey, selectionFocusMoveForKey
components/SearchBox.tsx	import { c as _c } from "react/compiler-runtime";	SearchBox
components/SentryErrorBoundary.ts	import * as React from 'react'	SentryErrorBoundary
components/SessionBackgroundHint.tsx	import { c as _c } from "react/compiler-runtime";	SessionBackgroundHint
components/SessionPreview.tsx	import { c as _c } from "react/compiler-runtime";	SessionPreview
components/Settings/Config.tsx	import { c as _c } from "react/compiler-runtime";	Config
components/Settings/Settings.tsx	import { c as _c } from "react/compiler-runtime";	Settings
components/Settings/Status.tsx	import { c as _c } from "react/compiler-runtime";	buildDiagnostics, Status
components/Settings/Usage.tsx	import { c as _c } from "react/compiler-runtime";	Usage
components/ShowInIDEPrompt.tsx	import { c as _c } from "react/compiler-runtime";	ShowInIDEPrompt
components/SkillImprovementSurvey.tsx	import { c as _c } from "react/compiler-runtime";	SkillImprovementSurvey
components/Spinner.tsx	import { c as _c } from "react/compiler-runtime";	SpinnerWithVerb
components/Spinner/FlashingChar.tsx	import { c as _c } from "react/compiler-runtime";	FlashingChar
components/Spinner/GlimmerMessage.tsx	import { c as _c } from "react/compiler-runtime";	GlimmerMessage
components/Spinner/ShimmerChar.tsx	import { c as _c } from "react/compiler-runtime";	ShimmerChar
components/Spinner/SpinnerAnimationRow.tsx	import { c as _c } from "react/compiler-runtime";	SpinnerAnimationRowProps, SpinnerAnimationRow
components/Spinner/SpinnerGlyph.tsx	import { c as _c } from "react/compiler-runtime";	SpinnerGlyph
components/Spinner/TeammateSpinnerLine.tsx	import figures from 'figures';	TeammateSpinnerLine
components/Spinner/TeammateSpinnerTree.tsx	import { c as _c } from "react/compiler-runtime";	TeammateSpinnerTree
components/Spinner/index.ts	export { FlashingChar } from './FlashingChar.js'	FlashingChar, GlimmerMessage, ShimmerChar, SpinnerGlyph, useShimmerAnimation, useStalledAnimation, getDefaultCharacters, interpolateColor
